date,geography,geography code,Social Grade: All categories: Approximated social grade; measures: Value,Social Grade: AB Higher and intermediate managerial/administrative/professional occupations; measures: Value,"Social Grade: C1 Supervisory, clerical and junior managerial/administrative/professional occupations; measures: Value",Social Grade: C2 Skilled manual occupations; measures: Value,Social Grade: DE Semi-skilled and unskilled manual occupations; unemployed and lowest grade occupations; measures: Value
2011,Godalming Binscombe,E05007429,1158,252,283,314,309
2011,Godalming Central and Ockford,E05007430,5129,1690,1644,1009,786
2011,Godalming Charterhouse,E05007431,1819,827,465,327,200
2011,Godalming Farncombe and Catteshall,E05007432,2825,1065,823,556,381
2011,Godalming Holloway,E05007433,1671,869,442,219,141
2011,Haslemere Critchmere and Shottermill,E05007434,3326,1005,925,775,621
2011,Haslemere East and Grayswood,E05007435,3324,1252,1005,580,487
2011,Hindhead,E05007436,1855,658,501,410,286
2011,Milford,E05007437,1626,531,434,379,282
2011,Shamley Green and Cranleigh North,E05007438,910,366,225,198,121
2011,Witley and Hambledon,E05007439,1767,673,498,375,221
2011,Brookwood,E05007440,1153,413,335,259,146
2011,Byfleet,E05007441,3806,830,1132,1022,822
2011,Goldsworth East,E05007442,12651,5014,3910,1826,1901
2011,Goldsworth West,E05007443,1313,310,358,356,289
2011,Hermitage and Knaphill South,E05007444,2346,709,700,510,427
2011,Horsell East and Woodham,E05007445,3510,1502,1023,609,376
2011,Horsell West,E05007446,3187,1077,891,702,517
2011,Kingfield and Westfield,E05007447,2582,783,648,623,528
2011,Knaphill,E05007448,3854,1096,1125,878,755
2011,Maybury and Sheerwater,E05007449,7238,1393,1790,1614,2441
2011,Mayford and Sutton Green,E05007450,1127,414,337,255,121
2011,Mount Hermon East,E05007451,2444,981,640,436,387
2011,Mount Hermon West,E05007452,3781,1387,1320,609,465
2011,Old Woking,E05007453,1497,363,440,363,331
2011,Pyrford,E05007454,1507,724,416,217,150
2011,St John's and Hook Heath,E05007455,1617,723,456,247,191
2011,West Byfleet,E05007456,3392,1310,1075,608,399
2011,Buckingham,E05007562,2078,379,650,469,580
2011,Churchill,E05007563,3315,475,1088,875,877
2011,Cokeham,E05007564,1397,290,354,392,361
2011,Eastbrook,E05007565,2206,337,624,646,599
2011,Hillside,E05007566,1338,197,336,446,359
2011,Manor,E05007567,1494,391,390,420,293
2011,Marine,E05007568,1460,371,540,324,225
2011,Mash Barn,E05007569,2796,707,813,693,583
2011,Peverel,E05007570,1921,337,544,527,513
2011,St Mary's,E05007571,5094,1055,1744,1274,1021
2011,St Nicolas,E05007572,1192,330,377,285,200
2011,Southlands,E05007573,1713,198,552,412,551
2011,Southwick Green,E05007574,2123,542,655,504,422
2011,Widewater,E05007575,1849,271,527,547,504
2011,Aldwick East,E05007576,1317,286,422,348,261
2011,Aldwick West,E05007577,1315,320,414,315,266
2011,Angmering,E05007578,3275,793,1070,772,640
2011,Arundel,E05007579,2464,642,821,569,432
2011,Barnham,E05007580,3836,855,1145,1079,757
2011,Beach,E05007581,1454,238,426,395,395
2011,Bersted,E05007582,3603,492,971,1018,1122
2011,Brookfield,E05007583,1816,356,484,497,479
2011,East Preston with Kingston,E05007584,2263,544,769,538,412
2011,Felpham East,E05007585,1491,354,447,394,296
2011,Felpham West,E05007586,1850,477,579,449,345
2011,Ferring,E05007587,1702,389,556,453,304
2011,Findon,E05007588,1315,323,470,321,201
2011,Ham,E05007589,3085,362,722,862,1139
2011,Hotham,E05007590,4428,582,1405,1140,1301
2011,Marine,E05007591,3504,467,1058,801,1178
2011,Middleton-on-Sea,E05007592,1558,337,465,425,331
2011,Orchard,E05007593,3656,541,1003,954,1158
2011,Pagham and Rose Green,E05007594,2579,382,727,723,747
2011,Pevensey,E05007595,2359,382,569,615,793
2011,River,E05007596,4836,787,1600,1239,1210
2011,Rustington East,E05007597,2305,438,711,588,568
2011,Rustington West,E05007598,3592,695,1180,982,735
2011,Walberton,E05007599,1506,388,465,389,264
2011,Wick with Toddington,E05007600,3038,597,866,760,815
2011,Yapton,E05007601,3138,576,955,861,746
2011,Bosham,E05007602,1868,555,534,439,340
2011,Boxgrove,E05007603,1530,435,449,370,276
2011,Bury,E05007604,1139,382,319,271,167
2011,Chichester East,E05007605,4652,749,1688,986,1229
2011,Chichester North,E05007606,7924,2325,3062,1399,1138
2011,Chichester South,E05007607,14257,4011,4982,2864,2400
2011,Chichester West,E05007608,2563,663,839,522,539
2011,Donnington,E05007609,1110,303,371,259,177
2011,Easebourne,E05007610,1304,376,335,335,258
2011,East Wittering,E05007611,2228,415,629,643,541
2011,Fernhurst,E05007612,2112,690,633,498,291
2011,Fishbourne,E05007613,816,260,228,200,128
2011,Funtington,E05007614,1877,648,528,453,248
2011,Harting,E05007615,1030,320,293,254,163
2011,Lavant,E05007616,2733,625,773,698,637
2011,Midhurst,E05007617,2578,603,655,698,622
2011,North Mundham,E05007618,2183,531,599,480,573
2011,Petworth,E05007619,2661,600,739,815,507
2011,Plaistow,E05007620,1830,624,491,476,239
2011,Rogate,E05007621,1515,482,459,344,230
2011,Selsey North,E05007622,3136,500,839,855,942
2011,Selsey South,E05007623,1781,333,496,529,423
2011,Sidlesham,E05007624,1073,245,357,263,208
2011,Southbourne,E05007625,3318,767,1213,795,543
2011,Stedham,E05007626,941,249,288,261,143
2011,Tangmere,E05007627,1481,317,435,307,422
2011,West Wittering,E05007628,1959,491,633,521,314
2011,Westbourne,E05007629,825,222,214,225,164
2011,Wisborough Green,E05007630,1194,360,340,329,165
2011,Bewbush,E05007631,2461,229,574,663,995
2011,Broadfield North,E05007632,2326,271,556,519,980
2011,Broadfield South,E05007633,2392,443,674,471,804
2011,Furnace Green,E05007634,1537,283,442,381,431
2011,Gossops Green,E05007635,1707,376,442,419,470
2011,Ifield,E05007636,2855,472,748,788,847
2011,Langley Green,E05007637,23162,3753,8798,6221,4390
2011,Maidenbower,E05007638,2345,754,795,431,365
2011,Northgate,E05007639,30317,8812,10657,6220,4628
2011,Pound Hill North,E05007640,3058,932,971,639,516
2011,Pound Hill South and Worth,E05007641,2705,681,892,597,535
2011,Southgate,E05007642,4008,922,1220,834,1032
2011,Three Bridges,E05007643,8436,2169,2788,2055,1424
2011,Tilgate,E05007644,2507,625,704,581,597
2011,West Green,E05007645,4351,798,1423,965,1165
2011,Billingshurst and Shipley,E05007646,5029,1396,1537,1314,782
2011,"Bramber, Upper Beeding and Woodmancote",E05007647,2653,715,793,714,431
2011,Broadbridge Heath,E05007648,1966,373,621,470,502
2011,Chanctonbury,E05007649,3808,1084,1072,800,852
2011,Chantry,E05007650,4751,1331,1342,1247,831
2011,"Cowfold, Shermanbury and West Grinstead",E05007651,3056,781,974,763,538
2011,Denne,E05007652,6311,1790,2124,1208,1189
2011,Forest,E05007653,1579,584,492,305,198
2011,Henfield,E05007654,2205,609,674,525,397
2011,Holbrook East,E05007655,2707,1198,799,353,357
2011,Holbrook West,E05007656,2923,1031,914,529,449
2011,Horsham Park,E05007657,7514,2422,2588,1417,1087
2011,"Itchingfield, Slinfold and Warnham",E05007658,3261,939,1002,783,537
2011,Nuthurst,E05007659,1301,431,402,306,162
2011,Pulborough and Coldwatham,E05007660,3378,823,990,958,607
2011,Roffey North,E05007661,1834,480,547,465,342
2011,Roffey South,E05007662,3709,953,1166,862,728
2011,Rudgwick,E05007663,1183,386,355,260,182
2011,Rusper and Colgate,E05007664,2252,641,695,599,317
2011,Southwater,E05007665,4471,1434,1445,964,628
2011,Steyning,E05007666,2787,999,854,546,388
2011,Trafalgar,E05007667,1748,610,507,369,262
2011,Ardingly and Balcombe,E05007668,3160,1077,868,736,479
2011,Ashurst Wood,E05007669,926,283,289,218,136
2011,Bolney,E05007670,2491,683,846,589,373
2011,Burgess Hill Dunstall,E05007671,1351,417,413,304,217
2011,Burgess Hill Franklands,E05007672,1673,587,533,328,225
2011,Burgess Hill Leylands,E05007673,1620,315,481,488,336
2011,Burgess Hill Meeds,E05007674,4353,1433,1360,841,719
2011,Burgess Hill St Andrews,E05007675,1225,283,334,322,286
2011,Burgess Hill Victoria,E05007676,6456,1614,2163,1496,1183
2011,Copthorne and Worth,E05007677,2094,639,683,475,297
2011,Crawley Down and Turners Hill,E05007678,2930,859,914,697,460
2011,Cuckfield,E05007679,2946,1138,863,573,372
2011,East Grinstead Ashplats,E05007680,2968,847,1063,646,412
2011,East Grinstead Baldwins,E05007681,2112,459,679,532,442
2011,East Grinstead Herontye,E05007682,1661,511,565,376,209
2011,East Grinstead Imberhorne,E05007683,2800,924,895,551,430
2011,East Grinstead Town,E05007684,5533,1495,2064,1040,934
2011,Hassocks,E05007685,2630,782,834,586,428
2011,Haywards Heath Ashenground,E05007686,2052,476,728,451,397
2011,Haywards Heath Bentswood,E05007687,1982,598,564,418,402
2011,Haywards Heath Franklands,E05007688,3165,906,1230,599,430
2011,Haywards Heath Heath,E05007689,7213,2263,2772,1225,953
2011,Haywards Heath Lucastes,E05007690,2867,1020,1172,363,312
2011,High Weald,E05007691,2645,771,734,724,416
2011,Hurstpierpoint and Downs,E05007692,3872,1263,1259,816,534
2011,Lindfield,E05007693,2302,925,734,366,277
2011,Broadwater,E05007694,6615,1303,2196,1615,1501
2011,Castle,E05007695,3751,941,1158,880,772
2011,Central,E05007696,16191,3897,5896,3361,3037
2011,Durrington,E05007697,2267,458,736,544,529
2011,Gaisford,E05007698,3983,942,1296,957,788
2011,Goring,E05007699,4892,1254,2015,855,768
2011,Heene,E05007700,3801,710,1235,828,1028
2011,Marine,E05007701,2775,762,963,594,456
2011,Northbrook,E05007702,4690,1130,1593,965,1002
2011,Offington,E05007703,3103,821,1027,673,582
2011,Salvington,E05007704,3366,747,1132,820,667
2011,Selden,E05007705,4354,882,1474,955,1043
2011,Tarring,E05007706,2787,507,906,693,681
2011,Abbey,E05001935,16999,4959,6347,2885,2808
2011,Bathavon North,E05001936,2697,1014,773,540,370
2011,Bathavon South,E05001937,1604,590,493,335,186
2011,Bathavon West,E05001938,1723,679,451,342,251
2011,Bathwick,E05001939,4818,2245,1642,504,427
2011,Chew Valley North,E05001940,1499,517,360,424,198
2011,Chew Valley South,E05001941,941,295,257,222,167
2011,Clutton,E05001942,1282,285,336,432,229
2011,Combe Down,E05001943,3425,1117,1110,640,558
2011,Farmborough,E05001944,1240,377,360,290,213
2011,High Littleton,E05001945,1325,294,333,421,277
2011,Keynsham East,E05001946,2764,737,870,649,508
2011,Keynsham North,E05001947,3192,718,933,836,705
2011,Keynsham South,E05001948,2542,607,787,586,562
2011,Kingsmead,E05001949,6740,2204,2645,932,959
2011,Lambridge,E05001950,1979,652,656,338,333
2011,Lansdown,E05001951,4185,1571,1800,431,383
2011,Lyncombe,E05001952,2929,1013,1048,522,346
2011,Mendip,E05001953,1022,283,285,293,161
2011,Midsomer Norton North,E05001954,3292,598,916,1076,702
2011,Midsomer Norton Redfield,E05001955,1794,440,425,521,408
2011,Newbridge,E05001956,7794,2437,2848,1456,1053
2011,Odd Down,E05001957,2108,462,677,468,501
2011,Oldfield,E05001958,2926,445,1557,392,532
2011,Paulton,E05001959,2387,370,623,793,601
2011,Peasedown,E05001960,2161,498,553,591,519
2011,Publow and Whitchurch,E05001961,1129,208,326,377,218
2011,Radstock,E05001962,2610,434,598,897,681
2011,Saltford,E05001963,1584,509,468,369,238
2011,Southdown,E05001964,1670,213,481,437,539
2011,Timsbury,E05001965,887,201,228,254,204
2011,Twerton,E05001966,3052,482,800,763,1007
2011,Walcot,E05001967,2496,668,1048,370,410
2011,Westfield,E05001968,4055,703,998,1367,987
2011,Westmoreland,E05001969,3057,383,1810,433,431
2011,Weston,E05001970,1711,447,505,378,381
2011,Widcombe,E05001971,7380,2700,3171,783,726
2011,Boscombe East,E05002113,5086,998,1875,1062,1151
2011,Boscombe West,E05002114,6031,941,1865,1141,2084
2011,Central,E05002115,21559,5665,9396,3151,3347
2011,East Cliff and Springbourne,E05002116,7289,995,2526,1687,2081
2011,East Southbourne and Tuckton,E05002117,3391,903,1107,746,635
2011,Kinson North,E05002118,3463,407,853,1004,1199
2011,Kinson South,E05002119,6243,832,1591,1770,2050
2011,Littledown and Iford,E05002120,13393,4461,4861,2302,1769
2011,Moordown,E05002121,3429,587,1186,928,728
2011,Queen's Park,E05002122,4776,880,1819,961,1116
2011,Redhill and Northbourne,E05002123,2994,459,927,935,673
2011,Strouden Park,E05002124,6610,1160,1817,1672,1961
2011,Talbot and Branksome Woods,E05002125,4219,987,1778,674,780
2011,Throop and Muscliff,E05002126,2377,429,702,675,571
2011,Wallisdown and Winton West,E05002127,4880,865,1945,1084,986
2011,West Southbourne,E05002128,3668,806,1148,857,857
2011,Westbourne and West Cliff,E05002129,6519,1406,2546,1231,1336
2011,Winton East,E05002130,6634,766,3373,1117,1378
2011,Ashley,E05001972,11678,3158,4284,1765,2471
2011,Avonmouth,E05001973,14713,2000,4179,4272,4262
2011,Bedminster,E05001974,7673,1426,2301,2052,1894
2011,Bishopston,E05001975,6133,1895,2490,866,882
2011,Bishopsworth,E05001976,5659,928,1517,1603,1611
2011,Brislington East,E05001977,6957,1215,2021,1975,1746
2011,Brislington West,E05001978,7785,1414,2552,2059,1760
2011,Cabot,E05001979,62175,22335,25020,7775,7045
2011,Clifton,E05001980,7534,2635,3175,826,898
2011,Clifton East,E05001981,8385,2755,4208,690,732
2011,Cotham,E05001982,7987,2030,4479,685,793
2011,Easton,E05001983,6333,1088,1831,1338,2076
2011,Eastville,E05001984,5458,1026,1812,1065,1555
2011,Filwood,E05001985,6010,557,1367,1609,2477
2011,Frome Vale,E05001986,7457,1474,2546,1534,1903
2011,Hartcliffe,E05001987,5555,681,1151,1631,2092
2011,Henbury,E05001988,4085,649,1045,895,1496
2011,Hengrove,E05001989,5596,942,1491,1622,1541
2011,Henleaze,E05001990,4486,1757,1328,724,677
2011,Hillfields,E05001991,6706,1039,1848,1817,2002
2011,Horfield,E05001992,10085,2770,3608,1754,1953
2011,Kingsweston,E05001993,3820,643,933,876,1368
2011,Knowle,E05001994,4275,843,1157,1090,1185
2011,Lawrence Hill,E05001995,38386,11096,13569,6325,7396
2011,Lockleaze,E05001996,6688,1081,1945,1415,2247
2011,Redland,E05001997,5504,1986,2154,695,669
2011,St George East,E05001998,3696,510,989,1164,1033
2011,St George West,E05001999,4625,642,1239,1222,1522
2011,Southmead,E05002000,4762,730,1127,1098,1807
2011,Southville,E05002001,9693,2414,3057,2046,2176
2011,Stockwood,E05002002,3301,439,861,977,1024
2011,Stoke Bishop,E05002003,3943,1626,1262,540,515
2011,Westbury-on-Trym,E05002004,4998,1752,1593,858,795
2011,Whitchurch Park,E05002005,5571,772,1483,1373,1943
2011,Windmill Hill,E05002006,4107,773,1215,858,1261
2011,Altarnun,E05008199,3401,444,678,1117,1162
2011,Bodmin Central,E05008200,4376,705,1251,1230,1190
2011,Bodmin East,E05008201,4970,691,1143,1471,1665
2011,Bodmin West,E05008202,2504,299,637,766,802
2011,Breage,E05008203,1877,392,447,625,413
2011,Bude North and Stratton,E05008204,3902,579,1040,1269,1014
2011,Bude South,E05008205,1547,315,351,517,364
2011,Bugle,E05008206,1811,261,358,625,567
2011,Callington,E05008207,3654,612,833,925,1284
2011,Camborne Central,E05008208,2603,343,647,767,846
2011,Camborne North,E05008209,1550,210,401,404,535
2011,Camborne South,E05008210,2605,461,829,662,653
2011,Camborne West,E05008211,2245,388,582,562,713
2011,Camelford,E05008212,2227,319,485,841,582
2011,Carn Brea North,E05008213,3478,569,946,938,1025
2011,Carn Brea South,E05008214,5660,1004,1388,1474,1794
2011,Chacewater and Kenwyn,E05008215,1984,506,497,605,376
2011,Colan and Mawgan,E05008216,3612,525,1132,1096,859
2011,Constantine,E05008217,2565,608,732,717,508
2011,Falmouth Arwenack,E05008218,3604,588,1808,583,625
2011,Falmouth Boslowick,E05008219,1472,297,474,366,335
2011,Falmouth Gyllyngvase,E05008220,3872,783,1547,882,660
2011,Falmouth Penwerris,E05008221,2222,334,800,492,596
2011,Falmouth Trescobeas,E05008222,2622,486,766,696,674
2011,Feock and Kea,E05008223,1694,535,472,402,285
2011,Flexbury and Poughill,E05008224,2249,342,644,830,433
2011,Fowey,E05008225,2954,526,768,920,740
2011,Gulval and Heamoor,E05008226,2132,324,543,568,697
2011,Gunnislake,E05008227,1788,370,523,490,405
2011,Gwinear-Gwithian and St Erth,E05008228,2089,279,530,720,560
2011,Hayle North,E05008229,2592,313,691,814,774
2011,Hayle South,E05008230,2545,391,662,758,734
2011,Helston Central,E05008231,3238,580,935,905,818
2011,Helston North,E05008232,2307,365,656,748,538
2011,Illogan,E05008233,1219,179,311,392,337
2011,Kelly Bray,E05008234,1877,390,512,584,391
2011,"Ladock, St Clement and St Erme",E05008235,2325,474,611,722,518
2011,Lanivet,E05008236,2075,421,523,704,427
2011,Launceston Central,E05008237,1794,206,491,504,593
2011,Launceston North,E05008238,1761,321,343,673,424
2011,Launceston South,E05008239,3155,473,810,940,932
2011,Lelant and Carbis Bay,E05008240,1861,286,625,584,366
2011,Liskeard Central,E05008241,3302,516,853,919,1014
2011,Liskeard North,E05008242,1796,353,572,485,386
2011,Liskeard South and Dobwalls,E05008243,2578,408,610,792,768
2011,Looe East,E05008244,2140,391,605,609,535
2011,Looe West and Lansallos,E05008245,1605,243,411,509,442
2011,Lostwithiel,E05008246,2356,454,647,707,548
2011,Ludgvan,E05008247,3076,432,748,1009,887
2011,Mabe,E05008248,3033,817,898,800,518
2011,Marazion,E05008249,1763,330,498,535,400
2011,Menheniot,E05008250,1980,337,470,659,514
2011,Mevagissey,E05008251,2670,521,754,814,581
2011,Mount Charles,E05008252,3658,514,1082,986,1076
2011,Mount Hawke and Portreath,E05008253,1827,332,512,570,413
2011,Mullion,E05008254,2108,434,584,632,458
2011,Newlyn and Goonhavern,E05008255,2130,385,580,701,464
2011,Newlyn and Mousehole,E05008256,1962,286,534,604,538
2011,Newquay Central,E05008257,3589,465,1194,953,977
2011,Newquay Pentire,E05008258,1575,250,445,470,410
2011,Newquay Treloggan,E05008259,1479,181,374,439,485
2011,Newquay Tretherras,E05008260,1943,446,531,527,439
2011,Newquay Treviglas,E05008261,1377,223,351,399,404
2011,Padstow,E05008262,2756,394,705,933,724
2011,Pelynt,E05008263,1958,386,509,616,447
2011,Penryn East and Mylor,E05008264,3033,623,1049,778,583
2011,Penryn West,E05008265,2588,336,738,666,848
2011,Penwithick,E05008266,1588,243,473,469,403
2011,Penzance Central,E05008267,5200,956,1696,1258,1290
2011,Penzance East,E05008268,2366,296,647,598,825
2011,Penzance Promenade,E05008269,1418,264,429,332,393
2011,Perranporth,E05008270,2160,409,619,687,445
2011,Porthleven and Helston South,E05008271,1445,204,377,464,400
2011,Poundstock,E05008272,1752,293,386,680,393
2011,Probus,E05008273,1595,341,389,495,370
2011,Rame,E05008274,1978,437,537,544,460
2011,Redruth Central,E05008275,2233,346,635,610,642
2011,Redruth North,E05008276,4155,541,994,1265,1355
2011,Redruth South,E05008277,2236,417,692,584,543
2011,Roche,E05008278,2591,254,552,1001,784
2011,Roseland,E05008279,1865,398,444,664,359
2011,St Agnes,E05008280,2209,565,591,667,386
2011,St Austell Bay,E05008281,2430,484,680,690,576
2011,St Austell Bethel,E05008282,2893,363,680,905,945
2011,St Austell Gover,E05008283,4431,857,1474,1003,1097
2011,St Austell Poltair,E05008284,2404,539,666,599,600
2011,St Blaise,E05008285,2463,345,513,833,772
2011,St Buryan,E05008286,2158,375,585,685,513
2011,St Cleer,E05008287,1786,332,402,612,440
2011,St Columb,E05008288,2879,392,741,994,752
2011,St Day and Lanner,E05008289,1743,249,439,577,478
2011,St Dennis,E05008290,2206,197,438,850,721
2011,St Endellion,E05008291,1951,346,505,690,410
2011,St Enoder,E05008292,2889,359,720,1033,777
2011,St Germans,E05008293,1803,435,465,559,344
2011,St Issey,E05008294,2176,356,543,725,552
2011,St Ive,E05008295,1785,328,417,630,410
2011,St Ives North,E05008296,2296,372,719,585,620
2011,St Ives South,E05008297,2678,462,808,732,676
2011,St Just in Penwith,E05008298,2497,441,693,710,653
2011,St Keverne and Meneage,E05008299,5206,1010,1686,1744,766
2011,St Mewan,E05008300,1682,261,392,640,389
2011,St Stephen,E05008301,1779,231,392,583,573
2011,St Teath,E05008302,1573,198,348,597,430
2011,Saltash Burraton,E05008303,983,247,290,297,149
2011,Saltash Essa,E05008304,1404,320,369,363,352
2011,Saltash Pill,E05008305,2631,509,824,673,625
2011,Saltash St Stephens,E05008306,2933,521,944,789,679
2011,Stithians,E05008307,2205,433,529,698,545
2011,Stokeclimsland,E05008308,1964,538,428,659,339
2011,Threemilestone and Gloweth,E05008309,9855,2814,3257,2154,1630
2011,Tintagel,E05008310,1984,314,538,681,451
2011,Torpoint East,E05008311,2040,308,565,547,620
2011,Torpoint West,E05008312,2165,321,937,471,436
2011,Troon and Beacon,E05008313,1704,125,303,538,738
2011,Truro Boscawen,E05008314,10094,2497,3463,2198,1936
2011,Truro Moresk,E05008315,1951,520,550,472,409
2011,Truro Tregolls,E05008316,5335,1389,1813,1058,1075
2011,Truro Trehaverne,E05008317,1567,328,380,359,500
2011,Tywardreath,E05008318,1715,219,440,622,434
2011,Wadebridge East,E05008319,2322,438,592,814,478
2011,Wadebridge West,E05008320,2326,379,653,733,561
2011,Wendron,E05008321,2157,453,481,777,446
2011,St. Agnes,E05008323,89,19,23,40,7
2011,St. Martin's,E05008324,68,7,33,21,7
2011,St. Mary's,E05008325,978,175,306,303,194
2011,Tresco,E05008326,145,20,48,62,15
2011,Backwell,E05008601,3280,1177,963,738,402
2011,Banwell and Winscombe,E05008602,4272,1083,1203,1153,833
2011,Blagdon and Churchill,E05002009,3164,944,851,582,787
2011,Clevedon Central,E05002010,1965,435,635,479,416
2011,Clevedon East,E05002011,2415,684,767,554,410
2011,Clevedon North,E05002012,1543,470,492,332,249
2011,Clevedon South,E05002013,1039,176,270,292,301
2011,Clevedon Walton,E05002014,826,274,257,175,120
2011,Clevedon West,E05002015,1108,259,312,322,215
2011,Clevedon Yeo,E05002016,1444,274,407,442,321
2011,Congresbury,E05002017,2064,543,656,461,404
2011,Easton-in-Gordano,E05002018,3059,782,842,769,666
2011,Gordano,E05002019,2698,633,712,667,686
2011,Hutton and Locking,E05008603,2027,406,622,567,432
2011,Kewstoke,E05008604,1686,406,506,440,334
2011,Nailsea East,E05002022,2459,889,740,471,359
2011,Nailsea North and West,E05002023,4775,1083,1631,1139,922
2011,Pill,E05002024,1794,583,508,370,333
2011,Portishead Central,E05002025,2898,795,944,603,556
2011,Portishead Coast,E05002026,963,371,302,175,115
2011,Portishead East,E05002027,2909,919,944,601,445
2011,Portishead Redcliffe Bay,E05002028,2016,482,1174,205,155
2011,Portishead South and North Weston,E05002029,1132,340,316,238,238
2011,Portishead West,E05002030,912,281,265,212,154
2011,Weston-super-Mare Central,E05002031,7659,1170,2534,1773,2182
2011,Weston-super-Mare Clarence and Uphill,E05008605,5449,1205,1757,1238,1249
2011,Weston-super-Mare East,E05008606,6987,984,2041,1920,2042
2011,Weston-super-Mare Milton and Old Worle,E05002034,3725,782,1126,978,839
2011,Weston-super-Mare North Worle,E05008607,3123,567,943,798,815
2011,Weston-super-Mare South,E05002036,6464,779,1561,1718,2406
2011,Weston-super-Mare South Worle,E05002037,4253,776,1228,1071,1178
2011,Weston-super-Mare West,E05002038,4296,832,1274,1013,1177
2011,Winford,E05008608,1163,269,300,369,225
2011,Wraxall and Long Ashton,E05002040,3886,1452,1201,667,566
2011,Wrington,E05008609,3591,811,1222,934,624
2011,Yatton,E05002042,5582,1482,1646,1349,1105
2011,Budshead,E05002078,6853,1077,2212,1595,1969
2011,Compton,E05002079,5976,1288,2525,1097,1066
2011,Devonport,E05002080,15634,2934,5304,3358,4038
2011,Drake,E05002081,11343,2566,5944,1270,1563
2011,Efford and Lipson,E05002082,5909,679,1935,1361,1934
2011,Eggbuckland,E05002083,4457,850,1308,1198,1101
2011,Ham,E05002084,5513,631,1240,1475,2167
2011,Honicknowle,E05002085,6286,512,1270,1895,2609
2011,Moor View,E05002086,20611,5089,6882,4727,3913
2011,Peverell,E05002087,5791,1285,1915,1376,1215
2011,Plympton Chaddlewood,E05002088,1931,336,618,519,458
2011,Plympton Erle,E05002089,3746,583,1212,1009,942
2011,Plympton St Mary,E05002090,6648,1193,1913,2030,1512
2011,Plymstock Dunstone,E05002091,3408,747,1024,933,704
2011,Plymstock Radford,E05002092,7286,1305,2368,2039,1574
2011,St Budeaux,E05002093,5004,525,1052,1400,2027
2011,St Peter and the Waterfront,E05002094,29733,5627,11287,6140,6679
2011,Southway,E05002095,5497,751,1339,1505,1902
2011,Stoke,E05002096,8553,1543,2886,2073,2051
2011,Sutton and Mount Gould,E05002097,10456,1404,4009,2352,2691
2011,Alderney,E05002131,6857,1163,1935,1880,1879
2011,Branksome East,E05002132,5493,1718,1764,1150,861
2011,Branksome West,E05002133,2905,417,824,791,873
2011,Broadstone,E05002134,3859,1404,1211,794,450
2011,Canford Cliffs,E05002135,6386,1968,2452,1070,896
2011,Canford Heath East,E05002136,2524,454,635,778,657
2011,Canford Heath West,E05002137,6896,1475,1891,1959,1571
2011,Creekmoor,E05002138,6020,1441,1721,1626,1232
2011,Hamworthy East,E05002139,3076,469,784,1031,792
2011,Hamworthy West,E05002140,4399,663,1451,1164,1121
2011,Merley and Bearwood,E05002141,3404,943,999,841,621
2011,Newtown,E05002142,8542,1301,2245,2582,2414
2011,Oakdale,E05002143,6116,1299,1681,1735,1401
2011,Parkstone,E05002144,7458,2204,2597,1471,1186
2011,Penn Hill,E05002145,4270,1319,1397,894,660
2011,Poole Town,E05002146,19350,4250,6413,4618,4069
2011,Almondsbury,E05002043,2212,566,724,544,378
2011,Bitton,E05002044,1469,420,446,346,257
2011,Boyd Valley,E05002045,3909,985,1216,1048,660
2011,Bradley Stoke Central and Stoke Lodge,E05002046,2745,848,755,631,511
2011,Bradley Stoke North,E05002047,6091,2146,2006,1030,909
2011,Bradley Stoke South,E05002048,3602,1198,1022,742,640
2011,Charfield,E05002049,2315,655,872,525,263
2011,Chipping Sodbury,E05002050,3619,966,1070,952,631
2011,Cotswold Edge,E05002051,1549,493,375,457,224
2011,Dodington,E05002052,1872,225,429,617,601
2011,Downend,E05002053,3924,1150,1233,1008,533
2011,Emersons Green,E05002054,6854,1843,1778,1502,1731
2011,Filton,E05002055,8942,2714,2643,2091,1494
2011,Frampton Cotterell,E05002056,2678,733,774,736,435
2011,Frenchay and Stoke Park,E05002057,24002,10169,9111,2798,1924
2011,Hanham,E05002058,3876,783,1148,1220,725
2011,Kings Chase,E05002059,4691,710,1232,1421,1328
2011,Ladden Brook,E05002060,4048,880,1186,1098,884
2011,Longwell Green,E05002061,3580,574,1071,1042,893
2011,Oldland Common,E05002062,2774,543,745,858,628
2011,Parkwall,E05002063,2372,448,651,652,621
2011,Patchway,E05002064,19122,5377,5934,4011,3800
2011,Pilning and Severn Beach,E05002065,3151,446,684,1017,1004
2011,Rodway,E05002066,3282,584,914,1004,780
2011,Severn,E05002067,3401,1100,1083,765,453
2011,Siston,E05002068,3038,718,834,915,571
2011,Staple Hill,E05002069,4320,808,1347,1086,1079
2011,Stoke Gifford,E05002070,4321,1366,1283,935,737
2011,Thornbury North,E05002071,5149,1773,1548,1065,763
2011,Thornbury South and Alveston,E05002072,4179,1151,1283,988,757
2011,Westerleigh,E05002073,6326,1202,1812,1796,1516
2011,Winterbourne,E05002074,3120,930,953,724,513
2011,Woodstock,E05002075,5437,947,1518,1644,1328
2011,Yate Central,E05002076,4897,969,1359,1427,1142
2011,Yate North,E05002077,4272,912,1194,1085,1081
2011,Abbey Meads,E05002147,6410,1771,1981,1325,1333
2011,Blunsdon,E05002148,10380,1693,2562,2399,3726
2011,Central,E05002149,12903,3107,4149,2538,3109
